file_name,transcription
train\031129_162\031129_162.wav,yyy a tree
train\031129_163\031129_163.wav,the bushes
train\031129_164\031129_164.wav,the bushes
train\031129_165\031129_165.wav,peep peep
train\031129_166\031129_166.wav,a bird
train\031129_167\031129_167.wav,a big bird
train\031129_168\031129_168.wav,in the bushes
train\031129_169\031129_169.wav,yyy in a trees
train\031129_17\031129_17.wav,i want cheese
train\031129_170\031129_170.wav,he yyy the trees
train\031129_171\031129_171.wav,a yellow birds
train\031129_172\031129_172.wav,rooster
train\031129_173\031129_173.wav,i want a rooster
train\031129_174\031129_174.wav,in the lion cage
train\031129_175\031129_175.wav,and yyy birds gonna be in a lion cage
train\031129_176\031129_176.wav,i want a bunny
train\031129_177\031129_177.wav,hop hop hop
train\031129_18\031129_18.wav,i want cheese
train\031129_19\031129_19.wav,i want cheese
train\031129_2\031129_2.wav,i want a hat
train\031129_20\031129_20.wav,i want cheese
train\031129_21\031129_21.wav,i want cheese
train\031129_22\031129_22.wav,me dont know
train\031129_23\031129_23.wav,a cowboy
train\031129_24\031129_24.wav,horse
train\031129_25\031129_25.wav,want a rope
train\031129_26\031129_26.wav,i want a rope
train\031129_27\031129_27.wav,i want a yyy
train\031129_28\031129_28.wav,a sip
train\031129_29\031129_29.wav,a sip
train\031129_3\031129_3.wav,i want
train\031129_30\031129_30.wav,want a sip
train\031129_31\031129_31.wav,sip
train\031129_32\031129_32.wav,a shepherd
train\031129_33\031129_33.wav,us watch it at yyy
train\031129_34\031129_34.wav,bo peep
train\031129_35\031129_35.wav,i want a sheep
train\031129_36\031129_36.wav,a sheep
train\031129_37\031129_37.wav,that is not a baby
train\031129_38\031129_38.wav,right here
train\031129_39\031129_39.wav,a bib
train\031129_4\031129_4.wav,a boat
train\031129_40\031129_40.wav,a bib
train\031129_41\031129_41.wav,a bib
train\031129_42\031129_42.wav,want
train\031129_43\031129_43.wav,want
train\031129_44\031129_44.wav,taking a bath
train\031129_45\031129_45.wav,i want soap
train\031129_46\031129_46.wav,soap
train\031129_47\031129_47.wav,a nut
train\031129_48\031129_48.wav,uh oh i dont want him to catch ladybug
train\031129_49\031129_49.wav,yeah me dont want him to
train\031129_5\031129_5.wav,want a boat
train\031129_50\031129_50.wav,because ladybugs is yyy
train\031129_51\031129_51.wav,because me like lady bugs
train\031129_52\031129_52.wav,bug
train\031129_53\031129_53.wav,want a bug
train\031129_54\031129_54.wav,a pig
train\031129_55\031129_55.wav,a pig
train\031129_56\031129_56.wav,mommy im hungry
train\031129_57\031129_57.wav,okay
train\031129_58\031129_58.wav,want a pig
train\031129_59\031129_59.wav,pig
train\031129_6\031129_6.wav,a witch
train\031129_60\031129_60.wav,icecream yyy icecream
train\031129_61\031129_61.wav,lick it
train\031129_62\031129_62.wav,lick
train\031129_63\031129_63.wav,i want
train\031129_64\031129_64.wav,a lick
train\031129_65\031129_65.wav,a puppy
train\031129_66\031129_66.wav,dog
train\031129_67\031129_67.wav,no more pictures
train\031129_68\031129_68.wav,i want a dog
train\031129_69\031129_69.wav,us have more pictures
train\031129_7\031129_7.wav,a cat
train\031129_70\031129_70.wav,mommy me hungry
train\031129_71\031129_71.wav,a seal
train\031129_72\031129_72.wav,two seals
train\031129_73\031129_73.wav,okay
train\031129_74\031129_74.wav,shopping
train\031129_75\031129_75.wav,shopping
train\031129_76\031129_76.wav,two shoes
train\031129_77\031129_77.wav,a pen
train\031129_78\031129_78.wav,a pen
train\031129_79\031129_79.wav,sheep
train\031129_8\031129_8.wav,her does not yyy a cat
train\031129_80\031129_80.wav,sheep
train\031129_81\031129_81.wav,socks
train\031129_82\031129_82.wav,theres a blue sock and a pink
train\031129_83\031129_83.wav,socks
train\031129_84\031129_84.wav,socks
train\031129_85\031129_85.wav,a shoe
train\031129_86\031129_86.wav,cl
train\031129_87\031129_87.wav,sock
train\031129_88\031129_88.wav,sock
train\031129_89\031129_89.wav,sock
train\031129_9\031129_9.wav,her do not
train\031129_90\031129_90.wav,suit
train\031129_91\031129_91.wav,suits
train\031129_92\031129_92.wav,shoes
train\031129_93\031129_93.wav,shoes
train\031129_94\031129_94.wav,i dont know
train\031129_95\031129_95.wav,soup
train\031129_96\031129_96.wav,circle
train\031129_97\031129_97.wav,circle
train\031129_98\031129_98.wav,square
train\031129_99\031129_99.wav,square
train\040019_1\040019_1.wav,wants water
train\040019_10\040019_10.wav,wants wishes
train\040019_100\040019_100.wav,a can
train\040019_101\040019_101.wav,i see a pig
train\040019_102\040019_102.wav,a well
train\040019_103\040019_103.wav,lets look at the next one
train\040019_104\040019_104.wav,at a store
train\040019_105\040019_105.wav,watermelon
train\040019_106\040019_106.wav,watermelon
train\040019_107\040019_107.wav,us has watermelon
train\040019_108\040019_108.wav,us has watermelon too
train\040019_109\040019_109.wav,us did not cut it yet
train\040019_11\040019_11.wav,wishes
train\040019_110\040019_110.wav,mom us forgot the shell
train\040019_111\040019_111.wav,apples
train\040019_112\040019_112.wav,apple apple
train\040019_113\040019_113.wav,apple apple
train\040019_114\040019_114.wav,bananas
train\040019_115\040019_115.wav,i see bananas
train\040019_116\040019_116.wav,cheese
train\040019_117\040019_117.wav,a cake
train\040019_118\040019_118.wav,i see cake
train\040019_119\040019_119.wav,i see icecream
train\040019_12\040019_12.wav,wishes
train\040019_120\040019_120.wav,i see pie
train\040019_121\040019_121.wav,i see soup
train\040019_122\040019_122.wav,boat
train\040019_123\040019_123.wav,mouse
train\040019_124\040019_124.wav,pirate mouse
train\040019_125\040019_125.wav,book
train\040019_126\040019_126.wav,a houseboat
train\040019_127\040019_127.wav,do something different
train\040019_128\040019_128.wav,gum
train\040019_129\040019_129.wav,car
train\040019_13\040019_13.wav,wishes
train\040019_130\040019_130.wav,leaf
train\040019_131\040019_131.wav,what is this
train\040019_132\040019_132.wav,soap
train\040019_133\040019_133.wav,maybe womc wants soap
train\040019_134\040019_134.wav,bag
train\040019_135\040019_135.wav,bug
train\040019_136\040019_136.wav,boat
train\040019_137\040019_137.wav,can we can eat now
train\040019_138\040019_138.wav,soap
train\040019_139\040019_139.wav,gum gum to eat
train\040019_14\040019_14.wav,womc wants what
train\040019_140\040019_140.wav,womc wants gum
train\040019_141\040019_141.wav,womc wants a bag
train\040019_142\040019_142.wav,bag bag
train\040019_143\040019_143.wav,bag
train\040019_144\040019_144.wav,let me out
train\040019_145\040019_145.wav,womc wants a car
train\040019_146\040019_146.wav,womc wants car
train\040019_147\040019_147.wav,womc wants two cars
train\040019_148\040019_148.wav,no more cars yyy womc
train\040019_149\040019_149.wav,wants a boat
train\040019_15\040019_15.wav,wells
train\040019_150\040019_150.wav,bug bug
train\040019_151\040019_151.wav,soap soap
train\040019_152\040019_152.wav,soap
train\040019_153\040019_153.wav,yyy
train\040019_154\040019_154.wav,wash his nose
train\040019_155\040019_155.wav,wash womc
train\040019_156\040019_156.wav,pig
train\040019_157\040019_157.wav,no pig
train\040019_158\040019_158.wav,wash wash wash
train\040019_159\040019_159.wav,wants a pig
train\040019_16\040019_16.wav,water water water
train\040019_160\040019_160.wav,wants leaf
train\040019_161\040019_161.wav,fish
train\040019_162\040019_162.wav,kitchen
train\040019_163\040019_163.wav,yyy
train\040019_164\040019_164.wav,pig
train\040019_165\040019_165.wav,milk
train\040019_166\040019_166.wav,juice
train\040019_167\040019_167.wav,of cereal
train\040019_168\040019_168.wav,a teapot
train\040019_169\040019_169.wav,towel
train\040019_17\040019_17.wav,water water water
train\040019_170\040019_170.wav,and a toothbrush
train\040019_171\040019_171.wav,a duck
train\040019_172\040019_172.wav,soap
train\040019_173\040019_173.wav,stool
train\040019_174\040019_174.wav,this is my board
train\040019_175\040019_175.wav,this board
train\040019_176\040019_176.wav,that is yours board
train\040019_177\040019_177.wav,and this is my board
train\040019_178\040019_178.wav,duck
train\040019_179\040019_179.wav,i get it
train\040019_18\040019_18.wav,bucket
train\040019_180\040019_180.wav,you get it
train\040019_181\040019_181.wav,you get it
train\040019_182\040019_182.wav,a teapot
train\040019_183\040019_183.wav,me gets it
train\040019_184\040019_184.wav,i get it
train\040019_185\040019_185.wav,a towel
train\040019_186\040019_186.wav,clock
train\040019_187\040019_187.wav,me want a car
train\040019_188\040019_188.wav,me do
train\040019_189\040019_189.wav,i get it
train\040019_19\040019_19.wav,bucket
train\040019_190\040019_190.wav,me gets it
train\040019_191\040019_191.wav,i gets it
train\040019_192\040019_192.wav,me get it
train\040019_193\040019_193.wav,thats yours
train\040019_194\040019_194.wav,i all done
train\040019_195\040019_195.wav,milk
train\040019_196\040019_196.wav,you get this one womc
train\040019_197\040019_197.wav,get a different one
train\040019_198\040019_198.wav,bedroom
train\040019_199\040019_199.wav,kite
train\040019_2\040019_2.wav,wants water
train\040019_20\040019_20.wav,womc has three wells
train\040019_200\040019_200.wav,bucket
train\040019_201\040019_201.wav,ball
train\040019_202\040019_202.wav,flowers
train\040019_203\040019_203.wav,i get it
train\040019_204\040019_204.wav,a bear
train\040019_205\040019_205.wav,you get it
train\040019_206\040019_206.wav,me get it
train\040019_207\040019_207.wav,me get it
train\040019_208\040019_208.wav,i get it
train\040019_209\040019_209.wav,you get it
train\040019_21\040019_21.wav,well well well
train\040019_210\040019_210.wav,a soap
train\040019_211\040019_211.wav,this board
train\040019_212\040019_212.wav,kite
train\040019_213\040019_213.wav,rake
train\040019_214\040019_214.wav,bucket
train\040019_215\040019_215.wav,beach ball
train\040019_216\040019_216.wav,i see weeds
train\040019_217\040019_217.wav,i see boy
train\040019_218\040019_218.wav,i see skateboard
train\040019_219\040019_219.wav,i see skateboard
train\040019_22\040019_22.wav,wheel wheel wheel
train\040019_220\040019_220.wav,this one
train\040019_221\040019_221.wav,what is it
train\040019_222\040019_222.wav,and it goes right here
train\040019_223\040019_223.wav,trash can
train\040019_224\040019_224.wav,yyy me can put this a trash
train\040019_225\040019_225.wav,frogg gets it
train\040019_226\040019_226.wav,do not eat my card
train\040019_227\040019_227.wav,froggy gets it
train\040019_228\040019_228.wav,my board
train\040019_229\040019_229.wav,i get it
train\040019_23\040019_23.wav,waves waves waves
train\040019_230\040019_230.wav,froggy gets it
train\040019_231\040019_231.wav,i want it
train\040019_232\040019_232.wav,i want it
train\040019_233\040019_233.wav,you get it
train\040019_234\040019_234.wav,i get it
train\040019_235\040019_235.wav,you get it
train\040019_236\040019_236.wav,you get it
train\040019_237\040019_237.wav,me do
train\040019_238\040019_238.wav,i do
train\040019_239\040019_239.wav,womc wants it
train\040019_24\040019_24.wav,flowers
train\040019_240\040019_240.wav,you get it
train\040019_241\040019_241.wav,womc wants soap
train\040019_242\040019_242.wav,soap
train\040019_243\040019_243.wav,wants soap
train\040019_244\040019_244.wav,dont do that
train\040019_245\040019_245.wav,womc gets it
train\040019_246\040019_246.wav,yours board
train\040019_247\040019_247.wav,womc wants a duck
train\040019_248\040019_248.wav,because he likes cards
train\040019_25\040019_25.wav,a weed
train\040019_26\040019_26.wav,weed weed weed
train\040019_27\040019_27.wav,womc wants what
train\040019_28\040019_28.wav,wings
train\040019_29\040019_29.wav,wing
train\040019_3\040019_3.wav,wants water
train\040019_30\040019_30.wav,wants wings
train\040019_31\040019_31.wav,fly
train\040019_32\040019_32.wav,wigs
train\040019_33\040019_33.wav,wig wig wig wig wig
train\040019_34\040019_34.wav,wants wigs
train\040019_35\040019_35.wav,one two three four five
train\040019_36\040019_36.wav,the yellow
train\040019_37\040019_37.wav,wasps wasps
train\040019_38\040019_38.wav,womc wants bees
train\040019_39\040019_39.wav,one two three four five
train\040019_4\040019_4.wav,womc wants weeds
train\040019_40\040019_40.wav,five bees
train\040019_41\040019_41.wav,whip whip whip
train\040019_42\040019_42.wav,one two three four five
train\040019_43\040019_43.wav,womc wants whips
train\040019_44\040019_44.wav,womc wants what
train\040019_45\040019_45.wav,yeah for yyy
train\040019_46\040019_46.wav,yyy it look like this
train\040019_47\040019_47.wav,wok wok wok
train\040019_48\040019_48.wav,wants walks
train\040019_49\040019_49.wav,me like this
train\040019_5\040019_5.wav,wants weeds
train\040019_50\040019_50.wav,pink and purple and white
train\040019_51\040019_51.wav,i see a nut
train\040019_52\040019_52.wav,i see heart
train\040019_53\040019_53.wav,cat
train\040019_54\040019_54.wav,i see candy cane
train\040019_55\040019_55.wav,cane
train\040019_56\040019_56.wav,candy cane
train\040019_57\040019_57.wav,i see icecream
train\040019_58\040019_58.wav,i see pumpkin
train\040019_59\040019_59.wav,i see yyy
train\040019_6\040019_6.wav,womc wants what
train\040019_60\040019_60.wav,i see turtle
train\040019_61\040019_61.wav,mom remember yyy
train\040019_62\040019_62.wav,yyy
train\040019_63\040019_63.wav,likes a turtles
train\040019_64\040019_64.wav,remember that
train\040019_65\040019_65.wav,i see mouse
train\040019_66\040019_66.wav,i see moose
train\040019_67\040019_67.wav,moose mouse moose mouse
train\040019_68\040019_68.wav,cup
train\040019_69\040019_69.wav,bed
train\040019_7\040019_7.wav,womc wants wishes
train\040019_70\040019_70.wav,i see sun
train\040019_71\040019_71.wav,see a sun
train\040019_72\040019_72.wav,i see soap
train\040019_73\040019_73.wav,soap
train\040019_74\040019_74.wav,i see eggs
train\040019_75\040019_75.wav,egg
train\040019_76\040019_76.wav,i see yyy
train\040019_77\040019_77.wav,i see toast
train\040019_78\040019_78.wav,i see yyy
train\040019_79\040019_79.wav,and yyy and yyy and yyy
train\040019_8\040019_8.wav,presents
train\040019_80\040019_80.wav,a toothbrush
train\040019_81\040019_81.wav,i see a comb
train\040019_82\040019_82.wav,i see a pot
train\040019_83\040019_83.wav,waffle
train\040019_84\040019_84.wav,i see house
train\040019_85\040019_85.wav,i see i see bed
train\040019_86\040019_86.wav,i see a owl
train\040019_87\040019_87.wav,eggs
train\040019_88\040019_88.wav,i all done this book
train\040019_89\040019_89.wav,i see paint
train\040019_9\040019_9.wav,wishes
train\040019_90\040019_90.wav,yyy paint
train\040019_91\040019_91.wav,see a duck
train\040019_92\040019_92.wav,look look a apple
train\040019_93\040019_93.wav,yyy and a apple
train\040019_94\040019_94.wav,apples
train\040019_95\040019_95.wav,yyy theres some more
train\040019_96\040019_96.wav,i see apples
train\040019_97\040019_97.wav,i see a cow
train\040019_98\040019_98.wav,i see a horse
train\040019_99\040019_99.wav,goat
train\040021_1\040021_1.wav,womc wants wheels
train\040021_10\040021_10.wav,blue
train\040021_100\040021_100.wav,limt
train\040021_101\040021_101.wav,limt
train\040021_102\040021_102.wav,limt
train\040021_103\040021_103.wav,boset
train\040021_104\040021_104.wav,doset
train\040021_105\040021_105.wav,suket
train\040021_106\040021_106.wav,zeent
train\040021_107\040021_107.wav,frint
train\040021_108\040021_108.wav,frint
train\040021_109\040021_109.wav,a heart
train\040021_11\040021_11.wav,purple
train\040021_110\040021_110.wav,zeet
train\040021_111\040021_111.wav,googt
train\040021_112\040021_112.wav,sopt
train\040021_113\040021_113.wav,cullt
train\040021_114\040021_114.wav,supt
train\040021_115\040021_115.wav,syupt
train\040021_116\040021_116.wav,lotet
train\040021_117\040021_117.wav,mibt
train\040021_118\040021_118.wav,mibt
train\040021_119\040021_119.wav,mibt
train\040021_12\040021_12.wav,three
train\040021_120\040021_120.wav,lopet
train\040021_121\040021_121.wav,doant
train\040021_122\040021_122.wav,snoobt
train\040021_123\040021_123.wav,kibt
train\040021_124\040021_124.wav,good job froggie
train\040021_125\040021_125.wav,theres three birds
train\040021_126\040021_126.wav,theres three birds
train\040021_127\040021_127.wav,theres three birds
train\040021_128\040021_128.wav,droket
train\040021_129\040021_129.wav,groket
train\040021_13\040021_13.wav,wishes
train\040021_130\040021_130.wav,bleet
train\040021_131\040021_131.wav,sotet
train\040021_132\040021_132.wav,kayt
train\040021_133\040021_133.wav,tayt
train\040021_134\040021_134.wav,glist
train\040021_135\040021_135.wav,sift
train\040021_136\040021_136.wav,syift
train\040021_137\040021_137.wav,theres three birds
train\040021_138\040021_138.wav,well two birds
train\040021_139\040021_139.wav,one is small one is yyy yyy
train\040021_14\040021_14.wav,wishes
train\040021_140\040021_140.wav,yyy making popcorn and
train\040021_141\040021_141.wav,the small bird yyy eat the popcorn first
train\040021_142\040021_142.wav,and and and
train\040021_143\040021_143.wav,three pieces of the popcorn
train\040021_144\040021_144.wav,and the small bird yyy eat the three pieces of the popcorn
train\040021_145\040021_145.wav,and and the yyy yyy yyy nookc nookc
train\040021_146\040021_146.wav,i dont know
train\040021_147\040021_147.wav,mad
train\040021_148\040021_148.wav,i forget
train\040021_149\040021_149.wav,nook nook
train\040021_15\040021_15.wav,wish
train\040021_16\040021_16.wav,my cookie is broken
train\040021_17\040021_17.wav,cheerios
train\040021_18\040021_18.wav,wish
train\040021_19\040021_19.wav,womc wants what
train\040021_2\040021_2.wav,wheel
train\040021_20\040021_20.wav,well
train\040021_21\040021_21.wav,womc wants wells
train\040021_22\040021_22.wav,where is womc
train\040021_23\040021_23.wav,right here
train\040021_24\040021_24.wav,womc wants what
train\040021_25\040021_25.wav,a wings
train\040021_26\040021_26.wav,womc wants wings
train\040021_27\040021_27.wav,wants wings
train\040021_28\040021_28.wav,wigs
train\040021_29\040021_29.wav,wig
train\040021_3\040021_3.wav,womc wants what
train\040021_30\040021_30.wav,bees
train\040021_31\040021_31.wav,whips
train\040021_32\040021_32.wav,that not a whip
train\040021_33\040021_33.wav,a tie
train\040021_34\040021_34.wav,hat
train\040021_35\040021_35.wav,what
train\040021_36\040021_36.wav,woks
train\040021_37\040021_37.wav,woks
train\040021_38\040021_38.wav,theres a wok
train\040021_39\040021_39.wav,thats ours wok
train\040021_4\040021_4.wav,water
train\040021_40\040021_40.wav,wok
train\040021_41\040021_41.wav,wok
train\040021_42\040021_42.wav,wok
train\040021_43\040021_43.wav,wok
train\040021_44\040021_44.wav,wok
train\040021_45\040021_45.wav,wok
train\040021_46\040021_46.wav,womc wants woks
train\040021_47\040021_47.wav,cheerios
train\040021_48\040021_48.wav,womc wants womc
train\040021_49\040021_49.wav,a nut
train\040021_5\040021_5.wav,water
train\040021_50\040021_50.wav,womc wants nut
train\040021_51\040021_51.wav,0a nut
train\040021_52\040021_52.wav,i want another nut
train\040021_53\040021_53.wav,boat
train\040021_54\040021_54.wav,boat
train\040021_55\040021_55.wav,boat
train\040021_56\040021_56.wav,wants boat
train\040021_57\040021_57.wav,soap
train\040021_58\040021_58.wav,soap
train\040021_59\040021_59.wav,wants soap
train\040021_6\040021_6.wav,flowers yyy weeds
train\040021_60\040021_60.wav,ladybug
train\040021_61\040021_61.wav,ladybug
train\040021_62\040021_62.wav,bug
train\040021_63\040021_63.wav,bug
train\040021_64\040021_64.wav,a sheep
train\040021_65\040021_65.wav,wants a sheep
train\040021_66\040021_66.wav,a witch
train\040021_67\040021_67.wav,wants a witch
train\040021_68\040021_68.wav,witchs cat
train\040021_69\040021_69.wav,wants a cat
train\040021_7\040021_7.wav,weed
train\040021_70\040021_70.wav,wants a cat
train\040021_71\040021_71.wav,icecream
train\040021_72\040021_72.wav,its  my icecream
train\040021_73\040021_73.wav,no more icecream
train\040021_74\040021_74.wav,womc a cat
train\040021_75\040021_75.wav,two cats
train\040021_76\040021_76.wav,i want another picture
train\040021_77\040021_77.wav,a mouse
train\040021_78\040021_78.wav,mouse
train\040021_79\040021_79.wav,womc you want it
train\040021_8\040021_8.wav,yellow white
train\040021_80\040021_80.wav,a bib
train\040021_81\040021_81.wav,you want a bib
train\040021_82\040021_82.wav,my womc to keep
train\040021_83\040021_83.wav,pig
train\040021_84\040021_84.wav,want a pig
train\040021_85\040021_85.wav,my pig
train\040021_86\040021_86.wav,rope
train\040021_87\040021_87.wav,want rope
train\040021_88\040021_88.wav,my pictures
train\040021_89\040021_89.wav,us gonna color these
train\040021_9\040021_9.wav,yellow
train\040021_90\040021_90.wav,bazt
train\040021_91\040021_91.wav,bifft
train\040021_92\040021_92.wav,kigt
train\040021_93\040021_93.wav,tigt
train\040021_94\040021_94.wav,sigt
train\040021_95\040021_95.wav,snookt
train\040021_96\040021_96.wav,snookt
train\040021_97\040021_97.wav,googt
train\040021_98\040021_98.wav,tafft
train\040021_99\040021_99.wav,limt
train\040100_1\040100_1.wav,i can pop it
train\040100_10\040100_10.wav,i do it again
train\040100_100\040100_100.wav,snail
train\040100_101\040100_101.wav,a towel
train\040100_102\040100_102.wav,an umbrella
train\040100_103\040100_103.wav,i want it
train\040100_104\040100_104.wav,yyy yyy yyy right here  right by the water
train\040100_105\040100_105.wav,a sand castle
train\040100_106\040100_106.wav,where is sand castle
train\040100_107\040100_107.wav,i want it
train\040100_108\040100_108.wav,that one
train\040100_109\040100_109.wav,shell
train\040100_11\040100_11.wav,okay
train\040100_110\040100_110.wav,shell
train\040100_111\040100_111.wav,yyy window
train\040100_112\040100_112.wav,window
train\040100_113\040100_113.wav,yyy two sand castles
train\040100_114\040100_114.wav,that boy
train\040100_115\040100_115.wav,a shovel
train\040100_116\040100_116.wav,the water
train\040100_117\040100_117.wav,one time us went to a beach us
train\040100_118\040100_118.wav,uh us yyy yyy buckets
train\040100_119\040100_119.wav,and with daddy and mommy
train\040100_12\040100_12.wav,i can pop it
train\040100_120\040100_120.wav,yeah a beach and us yyy pour water
train\040100_121\040100_121.wav,yeah yyy sandcastles and us yyy
train\040100_122\040100_122.wav,a moat
train\040100_123\040100_123.wav,water
train\040100_124\040100_124.wav,a kite
train\040100_125\040100_125.wav,fly a kite
train\040100_126\040100_126.wav,i want it
train\040100_127\040100_127.wav,yyy
train\040100_128\040100_128.wav,a tube
train\040100_129\040100_129.wav,in a kitchen
train\040100_13\040100_13.wav,i can pop it
train\040100_130\040100_130.wav,baby you go outside too
train\040100_131\040100_131.wav,monkey
train\040100_132\040100_132.wav,and a tiger
train\040100_133\040100_133.wav,it pull his ear
train\040100_134\040100_134.wav,the monkey pull the tigers ear
train\040100_135\040100_135.wav,jump
train\040100_136\040100_136.wav,sad
train\040100_137\040100_137.wav,maybe the monkey want eat the tigers
train\040100_138\040100_138.wav,i cant yyy how fast he is
train\040100_139\040100_139.wav,pull yyy his tail
train\040100_14\040100_14.wav,yellow
train\040100_140\040100_140.wav,a monkey
train\040100_141\040100_141.wav,and a tiger two tigers
train\040100_142\040100_142.wav,no two tigers
train\040100_143\040100_143.wav,orange
train\040100_144\040100_144.wav,stripes
train\040100_145\040100_145.wav,a tiger
train\040100_146\040100_146.wav,two tigers
train\040100_147\040100_147.wav,be mean to a tigers
train\040100_148\040100_148.wav,try to hurt them
train\040100_149\040100_149.wav,try to hurt them
train\040100_15\040100_15.wav,i can pop it
train\040100_150\040100_150.wav,pull his tail
train\040100_151\040100_151.wav,pull his ear
train\040100_152\040100_152.wav,pat his yyy no pat his yyy
train\040100_153\040100_153.wav,try to eat the monkey
train\040100_154\040100_154.wav,but a monkey is too fast
train\040100_155\040100_155.wav,and the tigers not too fast
train\040100_156\040100_156.wav,and yyy the tigers dont eat the monkey
train\040100_157\040100_157.wav,when the monkeys pulling the tigers tail
train\040100_158\040100_158.wav,the tail
train\040100_159\040100_159.wav,i want watch that one again
train\040100_16\040100_16.wav,i can pop it
train\040100_160\040100_160.wav,that part where the monkey pull his ear
train\040100_161\040100_161.wav,yyy
train\040100_162\040100_162.wav,and try to tease the tigers
train\040100_163\040100_163.wav,to eat the monkey
train\040100_164\040100_164.wav,that past where a monkey too fast
train\040100_165\040100_165.wav,hes teasing
train\040100_166\040100_166.wav,pull his tail
train\040100_167\040100_167.wav,yyy
train\040100_168\040100_168.wav,leaf
train\040100_169\040100_169.wav,a green leaf
train\040100_17\040100_17.wav,i can pop it
train\040100_170\040100_170.wav,nut
train\040100_171\040100_171.wav,a sock
train\040100_172\040100_172.wav,a sock
train\040100_173\040100_173.wav,the feet
train\040100_174\040100_174.wav,but i dont have sock
train\040100_175\040100_175.wav,a farm
train\040100_176\040100_176.wav,farmer
train\040100_177\040100_177.wav,lemon
train\040100_178\040100_178.wav,lemon
train\040100_179\040100_179.wav,lemon
train\040100_18\040100_18.wav,can
train\040100_180\040100_180.wav,yellow
train\040100_181\040100_181.wav,a crab
train\040100_182\040100_182.wav,a lobster
train\040100_183\040100_183.wav,cry
train\040100_184\040100_184.wav,but her doesnt have a tail
train\040100_185\040100_185.wav,not mom or dad either
train\040100_186\040100_186.wav,ladder
train\040100_187\040100_187.wav,a phone
train\040100_188\040100_188.wav,good luck
train\040100_189\040100_189.wav,a yogurt
train\040100_19\040100_19.wav,i can pop it
train\040100_190\040100_190.wav,saw
train\040100_191\040100_191.wav,lollipop
train\040100_192\040100_192.wav,sewing
train\040100_193\040100_193.wav,letter
train\040100_194\040100_194.wav,letter
train\040100_195\040100_195.wav,what is that
train\040100_196\040100_196.wav,yak
train\040100_197\040100_197.wav,zoo
train\040100_198\040100_198.wav,yak
train\040100_199\040100_199.wav,a log
train\040100_2\040100_2.wav,i can yyy  pop it
train\040100_20\040100_20.wav,i can pop it
train\040100_200\040100_200.wav,a lizard
train\040100_201\040100_201.wav,that looks like a snake
train\040100_202\040100_202.wav,yyy the dentist let me choose more prizes
train\040100_203\040100_203.wav,because i got yyy yyy three shots
train\040100_204\040100_204.wav,three
train\040100_205\040100_205.wav,no did not hurt me
train\040100_206\040100_206.wav,and no did not hurt me
train\040100_207\040100_207.wav,did hurt me
train\040100_208\040100_208.wav,eyes
train\040100_209\040100_209.wav,eyes
train\040100_21\040100_21.wav,yyy red
train\040100_210\040100_210.wav,fingers
train\040100_211\040100_211.wav,seal
train\040100_212\040100_212.wav,yawn
train\040100_213\040100_213.wav,yawn
train\040100_214\040100_214.wav,a fox
train\040100_215\040100_215.wav,because it looks like a fox and me know what foxes look like
train\040100_216\040100_216.wav,a boat
train\040100_217\040100_217.wav,sail
train\040100_218\040100_218.wav,salad
train\040100_219\040100_219.wav,i like the tomatoes yyy yyy  but yyy yyy yyy i dont like 0the lettuce
train\040100_22\040100_22.wav,no not at school
train\040100_220\040100_220.wav,i dont like lettuce
train\040100_221\040100_221.wav,cucumbers
train\040100_222\040100_222.wav,soup
train\040100_223\040100_223.wav,sing
train\040100_224\040100_224.wav,cl
train\040100_225\040100_225.wav,sick
train\040100_226\040100_226.wav,a lamp
train\040100_227\040100_227.wav,mom what letter is that
train\040100_228\040100_228.wav,ul
train\040100_23\040100_23.wav,scissors
train\040100_24\040100_24.wav,cut
train\040100_25\040100_25.wav,paper
train\040100_26\040100_26.wav,paper
train\040100_27\040100_27.wav,paper
train\040100_28\040100_28.wav,womc
train\040100_29\040100_29.wav,womc
train\040100_3\040100_3.wav,can
train\040100_30\040100_30.wav,womc
train\040100_31\040100_31.wav,xxx can that
train\040100_32\040100_32.wav,wet
train\040100_33\040100_33.wav,want
train\040100_34\040100_34.wav,womc
train\040100_35\040100_35.wav,go in
train\040100_36\040100_36.wav,box
train\040100_37\040100_37.wav,a big box
train\040100_38\040100_38.wav,big box
train\040100_39\040100_39.wav,womc wants the box
train\040100_4\040100_4.wav,i too hot
train\040100_40\040100_40.wav,no i can
train\040100_41\040100_41.wav,i wanna do it again
train\040100_42\040100_42.wav,womc wants it
train\040100_43\040100_43.wav,go to sleep womc
train\040100_44\040100_44.wav,i want do this again
train\040100_45\040100_45.wav,stickers
train\040100_46\040100_46.wav,two yyy of stickers
train\040100_47\040100_47.wav,stickers
train\040100_48\040100_48.wav,these are my stickers
train\040100_49\040100_49.wav,at a beach
train\040100_5\040100_5.wav,i can pop it
train\040100_50\040100_50.wav,us already went to a beach
train\040100_51\040100_51.wav,a shell
train\040100_52\040100_52.wav,but us forget yyy
train\040100_53\040100_53.wav,theres another yyy
train\040100_54\040100_54.wav,shell
train\040100_55\040100_55.wav,shell
train\040100_56\040100_56.wav,shell
train\040100_57\040100_57.wav,shell
train\040100_58\040100_58.wav,shell
train\040100_59\040100_59.wav,shell
train\040100_6\040100_6.wav,i can pop it
train\040100_60\040100_60.wav,a star
